,0.5151515151515151
ester,0.12121212121212122
evidence,0.21212121212121213
examination,0.030303030303030304
exercise,0.06060606060606061
exons,0.030303030303030304
exonuclease,0.030303030303030304
factor,0.030303030303030304
factors,0.2727272727272727
families,0.030303030303030304
fat,0.09090909090909091
females,0.15151515151515152
findings,0.09090909090909091
fluvastatin,0.06060606060606061
follow,0.030303030303030304
following,0.030303030303030304
fragment,0.030303030303030304
framework,0.030303030303030304
frequencies,0.12121212121212122
frequency,0.06060606060606061
gender,0.12121212121212122
genotypesex,0.030303030303030304
girls,0.030303030303030304
glucose,0.030303030303030304
group,0.09090909090909091
groups,0.030303030303030304
habits,0.030303030303030304
hand,0.030303030303030304
haplotype,0.09090909090909091
heart,0.030303030303030304
hepatitis,0.030303030303030304
heritability,0.030303030303030304
high-density,0.18181818181818182
homozygotes,0.030303030303030304
hormone,0.030303030303030304
host,0.030303030303030304
hypercholesterolaemia,0.030303030303030304
hyperlipidaemia,0.030303030303030304
hypertension,0.06060606060606061
hypertensive,0.030303030303030304
hypertriglyceridemia,0.09090909090909091
hypoalphalipoproteinemia,0.030303030303030304
hypothesis,0.09090909090909091
identification,0.030303030303030304
impact,0.12121212121212122
importance,0.030303030303030304
incidence,0.030303030303030304
increase,0.24242424242424243
increases,0.09090909090909091
index,0.15151515151515152
individuals,0.15151515151515152
infarction,0.15151515151515152
inhibitor,0.12121212121212122
initiation,0.030303030303030304
insights,0.030303030303030304
insulin,0.030303030303030304
intake,0.09090909090909091
interaction,0.18181818181818182
interactions,0.09090909090909091
interest,0.030303030303030304
interval,0.06060606060606061
length,0.030303030303030304
level,0.09090909090909091
levels,1.2727272727272727
levels25th,0.030303030303030304
levels75th,0.030303030303030304
lifestyle,0.030303030303030304
linkage,0.030303030303030304
lipase,0.5151515151515151
lipid,0.15151515151515152
lipids,0.24242424242424243
lipoprotein,0.3333333333333333
lipoprotein-cholesterol,0.030303030303030304
lipoproteins,0.030303030303030304
literature,0.06060606060606061
liver,0.12121212121212122
loci,0.15151515151515152
locus,0.030303030303030304
logarithm,0.030303030303030304
loss,0.030303030303030304
lumen,0.030303030303030304
macrophage,0.030303030303030304
macrophages,0.06060606060606061
magnitude,0.030303030303030304
male,0.030303030303030304
males,0.15151515151515152
manner,0.06060606060606061
mapping,0.030303030303030304
marker,0.09090909090909091
mass,0.12121212121212122
maturation,0.030303030303030304
means,0.030303030303030304
measurement,0.030303030303030304
measurements,0.06060606060606061
mechanisms,0.030303030303030304
medicine,0.030303030303030304
medium,0.06060606060606061
men,0.30303030303030304
metabolism,0.3939393939393939
method,0.06060606060606061
metoprolol,0.030303030303030304
mg/dL,0.06060606060606061
mg/dl,0.030303030303030304
minor,0.030303030303030304
mm,0.030303030303030304
mmol/L,0.06060606060606061
mmol/liter,0.15151515151515152
model,0.12121212121212122
modelling,0.030303030303030304
models,0.06060606060606061
modification,0.030303030303030304
multipoint,0.030303030303030304
n=10,0.030303030303030304
n=148,0.030303030303030304
n=539,0.030303030303030304
normolipidemics,0.030303030303030304
notion,0.030303030303030304
novel,0.030303030303030304
number,0.09090909090909091
objective,0.06060606060606061
occurrence,0.030303030303030304
odds,0.06060606060606061
order,0.09090909090909091
others,0.030303030303030304
overweight,0.030303030303030304
p,0.45454545454545453
p.19W,0.06060606060606061
p.4181K,0.030303030303030304
p.474X,0.030303030303030304
p.55T,0.09090909090909091
p.E4181K,0.030303030303030304
p.R219K,0.06060606060606061
p=0.002,0.030303030303030304
p=0.018,0.030303030303030304
p=0.022,0.030303030303030304
p=0.025,0.030303030303030304
p=0.026,0.030303030303030304
p=0.027,0.030303030303030304
p=0.033,0.06060606060606061
p=0.037,0.030303030303030304
p=0.044,0.030303030303030304
p=0.046,0.030303030303030304
parameters,0.09090909090909091
part,0.030303030303030304
participants,0.12121212121212122
particle,0.06060606060606061
particles,0.030303030303030304
path,0.030303030303030304
pathway,0.030303030303030304
pathways,0.09090909090909091
patients,0.42424242424242425
patterns,0.030303030303030304
percentile,0.030303030303030304
phenotypes,0.12121212121212122
plaque,0.06060606060606061
plasma,0.3939393939393939
polymerase,0.030303030303030304
population,0.45454545454545453
populations,0.030303030303030304
postheparin,0.030303030303030304
prediction,0.030303030303030304
predictor,0.06060606060606061
premature,0.030303030303030304
presence,0.06060606060606061
pressure,0.12121212121212122
prevalence,0.030303030303030304
profile,0.12121212121212122
profiles,0.030303030303030304
properties,0.030303030303030304
protease,0.06060606060606061
protein,0.15151515151515152
proteins,0.09090909090909091
rate,0.06060606060606061
ratio,0.21212121212121213
ratios,0.15151515151515152
reaction-restriction,0.030303030303030304
reduction,0.06060606060606061
regardless,0.030303030303030304
regimen,0.030303030303030304
regions,0.030303030303030304
regression,0.15151515151515152
regulation,0.030303030303030304
relationship,0.030303030303030304
remnant-like,0.030303030303030304
remodeling,0.030303030303030304
removal,0.030303030303030304
replication,0.030303030303030304
resonance,0.030303030303030304
response,0.030303030303030304
responses,0.030303030303030304
results,0.21212121212121213
reverse,0.06060606060606061
risk,0.696969696969697
role,0.18181818181818182
rs10096633,0.06060606060606061
rs1042031,0.030303030303030304
rs1048943,0.030303030303030304
rs10495712,0.030303030303030304
rs10865710,0.030303030303030304
rs11066322,0.06060606060606061
rs11591147,0.030303030303030304
rs11856322,0.030303030303030304
rs11858164,0.030303030303030304
rs12299484,0.030303030303030304
rs12654264,0.09090909090909091
rs1529729,0.030303030303030304
rs1532624,0.06060606060606061
rs17145738,0.06060606060606061
rs17231506,0.030303030303030304
rs173539,0.030303030303030304
rs17585739,0.06060606060606061
rs1799883,0.030303030303030304
rs1799941,0.030303030303030304
rs1800588,0.8181818181818182
rs1800591,0.030303030303030304
rs1800775,0.030303030303030304
rs1800777,0.030303030303030304
rs1800961,0.06060606060606061
rs1800977,0.06060606060606061
rs2229741,0.06060606060606061
rs2230806,0.030303030303030304
rs2242061,0.030303030303030304
rs261336,0.030303030303030304
rs268,0.030303030303030304
rs28362286,0.030303030303030304
rs3135506,0.09090909090909091
rs3208305,0.030303030303030304
rs3213451,0.06060606060606061
rs326,0.09090909090909091
rs328,0.18181818181818182
rs3764261,0.09090909090909091
rs3890182,0.030303030303030304
rs405509,0.030303030303030304
rs4149313,0.030303030303030304
rs4420638,0.030303030303030304
rs473224,0.030303030303030304
rs4775041,0.030303030303030304
rs4961,0.06060606060606061
rs5070,0.030303030303030304
rs5128,0.030303030303030304
rs5882,0.06060606060606061
rs5925,0.030303030303030304
rs6060717,0.06060606060606061
rs6074,0.030303030303030304
rs6257,0.030303030303030304
rs670,0.030303030303030304
rs693,0.06060606060606061
rs699,0.030303030303030304
rs708272,0.18181818181818182
rs754524,0.030303030303030304
rs780094,0.030303030303030304
sample,0.06060606060606061
samples,0.030303030303030304
schools,0.030303030303030304
score,0.24242424242424243
scores,0.030303030303030304
selection,0.030303030303030304
serum,0.3939393939393939
set,0.030303030303030304
sex,0.030303030303030304
significance,0.030303030303030304
size,0.030303030303030304
smoking,0.030303030303030304
stabilization,0.030303030303030304
standpoint,0.030303030303030304
statin,0.030303030303030304
status,0.12121212121212122
step,0.030303030303030304
strategies,0.030303030303030304
structure,0.030303030303030304
students,0.030303030303030304
subgroups,0.030303030303030304
subjects,0.5454545454545454
subset,0.030303030303030304
subtilisin/kexin,0.030303030303030304
susceptibility,0.030303030303030304
systems,0.06060606060606061
test,0.06060606060606061
testing,0.06060606060606061
therapy,0.09090909090909091
thickness,0.030303030303030304
thrice,0.030303030303030304
time,0.030303030303030304
tolerance,0.030303030303030304
tomography,0.030303030303030304
tools,0.030303030303030304
total,0.12121212121212122
training,0.06060606060606061
trait,0.030303030303030304
traits,0.09090909090909091
transcriptase,0.030303030303030304
transfer,0.12121212121212122
transmission,0.030303030303030304
treatment,0.06060606060606061
trend,0.030303030303030304
triglyceride,0.09090909090909091
triglycerides,0.3333333333333333
twenty,0.030303030303030304
type,0.12121212121212122
ultrasound,0.030303030303030304
university,0.030303030303030304
use,0.030303030303030304
values,0.06060606060606061
variability,0.06060606060606061
variables,0.030303030303030304
variance,0.06060606060606061
variation,0.09090909090909091
vasodilatation,0.030303030303030304
versus,0.030303030303030304
very-low-density,0.030303030303030304
virus,0.030303030303030304
waist,0.030303030303030304
whole-plasma,0.06060606060606061
women,0.8787878787878788
worldwide,0.030303030303030304
x,0.030303030303030304
year,0.06060606060606061
years,0.06060606060606061
yields,0.030303030303030304
yr,0.030303030303030304
