,0.09230769230769231
decrease,0.046153846153846156
dehydrogenase,0.015384615384615385
delivery,0.015384615384615385
density,0.07692307692307693
determinants,0.015384615384615385
determination,0.015384615384615385
development,0.06153846153846154
diabetes,0.015384615384615385
diagnoses,0.03076923076923077
diagnosis,0.015384615384615385
difference,0.015384615384615385
differences,0.06153846153846154
discovery,0.015384615384615385
disease,0.12307692307692308
diseases,0.015384615384615385
disequilibrium,0.015384615384615385
disorders,0.015384615384615385
distributions,0.015384615384615385
disturbances,0.015384615384615385
dominant,0.015384615384615385
down-regulation,0.015384615384615385
drink,0.015384615384615385
drinkers,0.03076923076923077
drinking,0.015384615384615385
dyslipidemia,0.12307692307692308
e.g.,0.015384615384615385
eMERGE,0.015384615384615385
effect,0.15384615384615385
effects,0.2
efforts,0.03076923076923077
energy,0.015384615384615385
enzyme,0.06153846153846154
ester,0.03076923076923077
events,0.015384615384615385
evidence,0.015384615384615385
examination,0.015384615384615385
examinations,0.015384615384615385
exception,0.015384615384615385
existence,0.015384615384615385
expression,0.015384615384615385
extremes,0.015384615384615385
factor,0.07692307692307693
factors,0.09230769230769231
family,0.015384615384615385
fasting,0.06153846153846154
features,0.03076923076923077
females,0.03076923076923077
findings,0.07692307692307693
fluvastatin,0.03076923076923077
follow-up,0.03076923076923077
fractions,0.015384615384615385
frequencies,0.015384615384615385
frequency,0.046153846153846156
function,0.015384615384615385
functionality,0.015384615384615385
gender,0.03076923076923077
genetic-polymorphisms,0.015384615384615385
genotyping,0.03076923076923077
girls,0.015384615384615385
glucokinase,0.015384615384615385
glucose,0.09230769230769231
glucose-AUC,0.015384615384615385
group,0.07692307692307693
groups,0.015384615384615385
growth,0.03076923076923077
haplotype,0.06153846153846154
heart,0.046153846153846156
height,0.015384615384615385
heterogeneity,0.015384615384615385
high-density,0.07692307692307693
high-resolution,0.015384615384615385
homeostasis,0.015384615384615385
homozygotes,0.03076923076923077
human,0.015384615384615385
hydrolysis,0.03076923076923077
hyperglyceridemia,0.015384615384615385
hyperlipidemia,0.015384615384615385
hypertension,0.03076923076923077
hypertensive,0.015384615384615385
hypertensives,0.03076923076923077
hypertriglyceridemia,0.046153846153846156
hypertriglyceridemias,0.16923076923076924
hypertrophy,0.015384615384615385
hypothesis,0.046153846153846156
i,0.015384615384615385
ii,0.015384615384615385
iii,0.015384615384615385
impact,0.046153846153846156
importance,0.015384615384615385
increase,0.13846153846153847
index,0.07692307692307693
individual,0.015384615384615385
individuals,0.16923076923076924
infarction,0.015384615384615385
infection,0.015384615384615385
influence,0.07692307692307693
influences,0.03076923076923077
information,0.03076923076923077
inheritance,0.015384615384615385
insights,0.015384615384615385
intake,0.03076923076923077
interact,0.015384615384615385
interaction,0.1076923076923077
interactions,0.06153846153846154
interacts,0.015384615384615385
interrelations,0.015384615384615385
interval,0.03076923076923077
investigation,0.015384615384615385
involvement,0.015384615384615385
irrespective,0.015384615384615385
isoforms,0.015384615384615385
knowledge,0.03076923076923077
level,0.13846153846153847
levels,0.6615384615384615
levels25th,0.015384615384615385
levels75th,0.015384615384615385
linkage,0.015384615384615385
lipaemia,0.015384615384615385
lipase,0.23076923076923078
lipid,0.03076923076923077
lipids,0.07692307692307693
lipometabolism,0.015384615384615385
lipoprotein,0.13846153846153847
list,0.015384615384615385
literature,0.03076923076923077
loci,0.03076923076923077
logTG-0.13,0.015384615384615385
loss,0.015384615384615385
magnitude,0.015384615384615385
majority,0.015384615384615385
males,0.03076923076923077
manner,0.03076923076923077
mass,0.06153846153846154
meal,0.03076923076923077
mean,0.015384615384615385
mechanism,0.03076923076923077
median,0.015384615384615385
medicine,0.015384615384615385
melt,0.015384615384615385
men,0.15384615384615385
meta-analyses,0.03076923076923077
meta-analysis,0.015384615384615385
metabolism,0.24615384615384617
method,0.015384615384615385
methods,0.015384615384615385
metoprolol,0.015384615384615385
miR,0.015384615384615385
miRNA,0.015384615384615385
mixed-effects,0.015384615384615385
mmol/L,0.03076923076923077
mmol/l,0.015384615384615385
mmol/liter,0.07692307692307693
model,0.046153846153846156
models,0.046153846153846156
mutation,0.015384615384615385
mutations,0.015384615384615385
n=148,0.015384615384615385
n=2716,0.015384615384615385
n=60,0.015384615384615385
need,0.015384615384615385
non-drinkers,0.015384615384615385
none,0.015384615384615385
nonsense,0.015384615384615385
normolipidemics,0.015384615384615385
novel,0.015384615384615385
number,0.03076923076923077
obese-subjects,0.015384615384615385
obesity,0.13846153846153847
odds,0.06153846153846154
order,0.015384615384615385
others,0.015384615384615385
p,0.12307692307692308
p.19W,0.03076923076923077
p.4181K,0.015384615384615385
p.474X,0.015384615384615385
p.55T,0.046153846153846156
p.E4181K,0.015384615384615385
p.Ser474Ter,0.03076923076923077
p=0.002,0.046153846153846156
p=0.005,0.015384615384615385
p=0.015,0.015384615384615385
p=0.018,0.015384615384615385
p=0.022,0.015384615384615385
p=0.024,0.015384615384615385
p=0.026,0.015384615384615385
p=0.037,0.015384615384615385
p=0.038,0.015384615384615385
p=0.046,0.015384615384615385
parameters,0.06153846153846154
part,0.015384615384615385
participant,0.015384615384615385
participants,0.09230769230769231
particle,0.015384615384615385
pathogenesis,0.015384615384615385
pathways,0.03076923076923077
patients,0.26153846153846155
percentile,0.015384615384615385
perspective,0.015384615384615385
phenotype,0.015384615384615385
phenotypes,0.09230769230769231
phenotypic,0.015384615384615385
photography,0.015384615384615385
plaque,0.03076923076923077
plasma,0.18461538461538463
platform,0.03076923076923077
pleiotropic,0.015384615384615385
pleiotropy,0.015384615384615385
polymerase,0.015384615384615385
population,0.07692307692307693
populations,0.1076923076923077
presence,0.07692307692307693
pressure,0.06153846153846154
prevalence,0.015384615384615385
procedures,0.015384615384615385
profile,0.1076923076923077
profiles,0.046153846153846156
progress,0.015384615384615385
progression,0.015384615384615385
proportion,0.015384615384615385
protein,0.046153846153846156
proteins,0.015384615384615385
quantity,0.015384615384615385
race,0.015384615384615385
race/ethnicity,0.015384615384615385
rate,0.015384615384615385
ratio,0.06153846153846154
ratios,0.015384615384615385
reaction,0.015384615384615385
receptor,0.015384615384615385
reduction,0.046153846153846156
regimen,0.015384615384615385
regression,0.06153846153846154
regulation,0.015384615384615385
relation,0.015384615384615385
relations,0.015384615384615385
relationship,0.015384615384615385
release,0.015384615384615385
remnant-like,0.015384615384615385
replicating,0.015384615384615385
replication,0.015384615384615385
reports,0.015384615384615385
respect,0.046153846153846156
response,0.03076923076923077
restriction,0.015384615384615385
result,0.015384615384615385
results,0.07692307692307693
risk,0.4
role,0.03076923076923077
rs1042031,0.015384615384615385
rs10490924,0.03076923076923077
rs1059611,0.03076923076923077
rs1061170,0.015384615384615385
rs11039155,0.015384615384615385
rs11066322,0.03076923076923077
rs1137617,0.015384615384615385
rs11591147,0.015384615384615385
rs12060879,0.015384615384615385
rs12130333,0.015384615384615385
rs12221497,0.015384615384615385
rs1260326,0.015384615384615385
rs12654264,0.015384615384615385
rs13702,0.03076923076923077
rs1529729,0.015384615384615385
rs17145738,0.03076923076923077
rs17231506,0.015384615384615385
rs17321515,0.015384615384615385
rs17585739,0.03076923076923077
rs1799883,0.015384615384615385
rs1799884,0.015384615384615385
rs1799941,0.015384615384615385
rs1800588,0.1076923076923077
rs1800590,0.015384615384615385
rs1800591,0.015384615384615385
rs1800775,0.03076923076923077
rs1800777,0.015384615384615385
rs1800795,0.015384615384615385
rs1800849,0.015384615384615385
rs1800961,0.03076923076923077
rs1800977,0.03076923076923077
rs1800978,0.015384615384615385
rs1801177,0.046153846153846156
rs1805192,0.015384615384615385
rs1884051,0.015384615384615385
rs2229741,0.03076923076923077
rs2338104,0.015384615384615385
rs2575879,0.015384615384615385
rs268,0.1076923076923077
rs2808607,0.015384615384615385
rs28362286,0.015384615384615385
rs285,0.046153846153846156
rs3135506,0.13846153846153847
rs320,0.12307692307692308
rs3208305,0.015384615384615385
rs3213451,0.03076923076923077
rs326,0.046153846153846156
rs328,0.5230769230769231
rs3812316,0.015384615384615385
rs3890182,0.015384615384615385
rs429358,0.015384615384615385
rs4420638,0.015384615384615385
rs4846914,0.015384615384615385
rs4961,0.03076923076923077
rs5882,0.03076923076923077
rs5925,0.015384615384615385
rs6060717,0.03076923076923077
rs6257,0.015384615384615385
rs651821,0.03076923076923077
rs662799,0.09230769230769231
rs671,0.03076923076923077
rs693,0.015384615384615385
rs6987702,0.015384615384615385
rs7007797,0.015384615384615385
rs708272,0.1076923076923077
rs7412,0.015384615384615385
rs780094,0.015384615384615385
sample,0.015384615384615385
samples,0.06153846153846154
schools,0.015384615384615385
score,0.1076923076923077
search,0.015384615384615385
sequence,0.015384615384615385
serum,0.15384615384615385
set,0.046153846153846156
sex,0.046153846153846156
significance,0.015384615384615385
signs,0.015384615384615385
site,0.03076923076923077
sites,0.046153846153846156
smoking,0.015384615384615385
stage,0.015384615384615385
stages,0.015384615384615385
standpoint,0.015384615384615385
state,0.03076923076923077
statin,0.015384615384615385
status,0.015384615384615385
stenosis,0.015384615384615385
step,0.015384615384615385
stop-gain,0.015384615384615385
structure,0.03076923076923077
students,0.015384615384615385
subgroup,0.015384615384615385
subgroups,0.015384615384615385
subjects,0.2
substrate,0.015384615384615385
subtilisin/kexin,0.015384615384615385
supplies,0.015384615384615385
surveillance,0.015384615384615385
survey,0.015384615384615385
susceptibility,0.015384615384615385
switches,0.015384615384615385
syndrome,0.03076923076923077
system,0.015384615384615385
systems,0.03076923076923077
target,0.046153846153846156
test,0.046153846153846156
testing,0.03076923076923077
tests,0.03076923076923077
therapy,0.046153846153846156
thrice,0.015384615384615385
time,0.07692307692307693
total,0.06153846153846154
trace,0.015384615384615385
trait,0.046153846153846156
traits,0.03076923076923077
transfer,0.03076923076923077
treatment,0.03076923076923077
trend,0.06153846153846154
triacylglycerol,0.09230769230769231
triglyceride,0.1076923076923077
triglycerides,0.3076923076923077
two-stage,0.015384615384615385
type,0.03076923076923077
understanding,0.015384615384615385
utilization,0.015384615384615385
validation,0.015384615384615385
value,0.015384615384615385
values,0.046153846153846156
variability,0.046153846153846156
variable,0.03076923076923077
variables,0.046153846153846156
variance,0.046153846153846156
variation,0.1076923076923077
variations,0.046153846153846156
ventricular,0.015384615384615385
waist-circumference,0.015384615384615385
warrants,0.015384615384615385
weight,0.1076923076923077
whereas,0.015384615384615385
wild-type,0.015384615384615385
women,0.2923076923076923
year,0.015384615384615385
years,0.1076923076923077
yields,0.015384615384615385
